dept,course,semester,desc,section,code,openseats,enroll,prilimit,seclimit,comments,special,credits,hours,division,teacher1,teacher2,teacher3,teacher4,teacher5,teacher6,time1,time2,time3,time4,time5,time6,sortday,sortday2,sorttime,sortampm,room1,room2,room3,room4,room5,room6
"ACCT","100","2010 (4) Fall","Fin & Mgr Acct","3M3W","0039","3","27","30","30","","","3","4","","Barker, Joel","","","","","","M,W  3:05-4:20 PM","","","","","","2","4","3:05-4:20","PM","HH/17","","","","","","27",
"ACCT","100","2010 (4) Fall","Fin & Mgr Acct","E4MBA","0025","1","29","30","30","","","3","4","","Barker, Joel","","","","","","M,W  4:30-5:45 PM","","","","","","2","4","4:30-5:45","PM","HH/17","","","","","","29",
"ACCT","100","2010 (4) Fall","Fin & Mgr Acct","AT3RB","0055","0","31","31","31","","","3","4","","Milo, Michael","","","","","","T,TH 10:50-12:05 PM","","","","","","3","5","10:50-12:05","PM","RZ/347","","","","","","31",
"ACCT","101","2010 (4) Fall","Int Th & Pr 1","E6F4A","3138","12","33","45","55","APPROXIMATELY 20% OF THE CLASS MEETINGS WILL BE ONLINE.","","3","4","","Solarsh, Eva","","","","","","F  6:30-10:30 PM","","","","","","6","0","6:30-10:30","PM","PH/130","","","","","","33",
"ACCT","101","2010 (4) Fall","Int Th & Pr 1","E4QMA","2889","0","51","50","51","","","3","4","","Erlach, David","","","","","","M,W  4:00-5:40 PM","","","","","","2","4","4:00-5:40","PM","SB/B137","","","","","","51",
"ACCT","101","2010 (4) Fall","Int Th & Pr 1","E6QMA","3135","0","45","45","55","","","3","4","","Ruthizer, Scott","","","","","","M,W  6:15-7:55 PM","","","","","","2","4","6:15-7:55","PM","PH/110","","","","","","45",
"ACCT","101","2010 (4) Fall","Int Th & Pr 1","8M4WA","2884","0","65","65","65","","","3","4","","Dauber, Nicky","","","","","","M,W  8:15-10:05 AM","","","","","","2","4","8:15-10:05","AM","PH/130","","","","","","65",
"ACCT","101","2010 (4) Fall","Int Th & Pr 1","AM4WA","2886","0","30","30","30","","","3","4","","Solarsh, Eva","","","","","","M,W 10:15-12:05 PM","","","","","","2","4","10:15-12:05","PM","KY/220","","","","","","30",
"ACCT","101","2010 (4) Fall","Int Th & Pr 1","8S4A","3140","20","25","45","55","","","3","4","","Pilato, Biagio","","","","","","S  8:00-12:00 PM","","","","","","7","0","8:00-12:00","PM","PH/156","","","","","","25",
"ACCT","101","2010 (4) Fall","Int Th & Pr 1","8U4A","3141","35","10","45","55","","","3","4","","Silverman, Arthur","","","","","","SU  8:00-12:00 PM","","","","","","0","0","8:00-12:00","PM","PH/155","","","","","","10",
"ACCT","101","2010 (4) Fall","Int Th & Pr 1","E4TPA","2910","0","37","30","30","","","3","4","","Pilato, Biagio","","","","","","T,TH  4:30-6:20 PM","","","","","","3","5","4:30-6:20","PM","KY/270","","","","","","37",
"ACCT","101","2010 (4) Fall","Int Th & Pr 1","E8QTA","3137","18","22","40","45","","","3","4","","Dietz, G","","","","","","T,TH  8:10-9:50 PM","","","","","","3","5","8:10-9:50","PM","RZ/174","","","","","","22",
"ACCT","101","2010 (4) Fall","Int Th & Pr 1","AT4RA","2900","0","41","40","41","","","3","4","","Farrelly, Aileen","","","","","","T,TH 10:15-12:05 PM","","","","","","3","5","10:15-12:05","PM","RZ/174","","","","","","41",
"ACCT","101","2010 (4) Fall","Int Th & Pr 1","CT4RA","2893","0","41","40","41","","","3","4","","Farrelly, Aileen","","","","","","T,TH 12:15-2:05 PM","","","","","","3","5","12:15-2:05","AM","RZ/174","","","","","","41",
"ACCT","101","2010 (4) Fall","Int Th & Pr 1","AW4FA","2891","0","50","50","55","","","3","4","","Erlach, David","","","","","","W 10:15-12:05 PM","F 10:15-12:05 PM","","","","","4","0","10:15-12:05","PM","PH/112","SB/B137","","","","","50",
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","E6F4A","3144","17","28","45","55","","","3","4","","Benjamin, Ranjitkumar","","","","","","F  6:30-10:30 PM","","","","","","6","0","6:30-10:30","PM","PH/110","","","","","","28",
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","1M4WA","2917","0","60","60","60","","","3","4","","Erlach, David","","","","","","M,W  1:40-3:30 PM","","","","","","2","4","1:40-3:30","PM","SB/B137","","","","","","60",
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","E8QMA","3142","0","46","45","55","","","3","4","","Ruthizer, Scott","","","","","","M,W  8:10-9:50 PM","","","","","","2","4","8:10-9:50","PM","PH/110","","","","","","46",
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","1U4A","3148","12","33","45","55","A MAJORITY OF THE CLASS MEETINGS WILL BE ONLINE.","","3","4","","David, Amy","","","","","","SU  1:00-5:00 PM","","","","","","0","0","1:00-5:00","PM","PH/108","","","","","","33",
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","8U4A","3147","32","13","45","55","","","3","4","","Benjamin, Ranjitkumar","","","","","","SU  8:00-12:00 PM","","","","","","0","0","8:00-12:00","PM","PH/112","","","","","","13",
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","E6QTA","3143","0","41","40","45","","","3","4","","Silverman, Arthur","","","","","","T,TH  6:15-7:55 PM","","","","","","3","5","6:15-7:55","PM","RZ/174","","","","","","41",
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","8T4RA","2928","2","40","42","42","","","3","4","","David, Amy","","","","","","T,TH  8:15-10:05 AM","","","","","","3","5","8:15-10:05","AM","FH/013","","","","","","40",
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","AT4RA","2930","0","42","42","42","","","3","4","","David, Amy","","","","","","T,TH 10:15-12:05 PM","","","","","","3","5","10:15-12:05","PM","FH/013","","","","","","42",
"ACCT","102","2010 (4) Fall","Int Th & Pr 2","AW4FA","2921","21","19","40","45","","","3","4","","Gruza, Marvin","","","","","","W,F 10:15-12:05 PM","","","","","","4","6","10:15-12:05","PM","FH/013","","","","","","19",
"ACCT","201","2010 (4) Fall","Inter Acct 1","E4MPA","2947","0","40","40","55","","","4","4","",", ","","","","","","M,W  4:30-6:20 PM","","","","","","2","4","4:30-6:20","PM","PH/112","","","","","","40",
"ACCT","201","2010 (4) Fall","Inter Acct 1","E8QMA","3149","0","50","50","55","","","4","4","","Lahijani, Richard","","","","","","M,W  8:10-9:50 PM","","","","","","2","4","8:10-9:50","PM","PH/130","","","","","","50",
"ACCT","201","2010 (4) Fall","Inter Acct 1","8M4WA","2941","1","54","55","56","","","4","4","","Hornung, David","","","","","","M,W  8:15-10:05 AM","","","","","","2","4","8:15-10:05","AM","PH/110","","","","","","54",
"ACCT","201","2010 (4) Fall","Inter Acct 1","8U4A","3151","2","48","50","55","","","4","4","","Vasquez, Geraldo","","","","","","SU  8:00-12:00 PM","","","","","","0","0","8:00-12:00","PM","PH/108","","","","","","48",
"ACCT","201","2010 (4) Fall","Inter Acct 1","1T4RA","2949","0","55","55","55","","","4","4","","Levine, Marc","","","","","","T,TH  1:40-3:30 PM","","","","","","3","5","1:40-3:30","PM","PH/110","","","","","","55",
"ACCT","201","2010 (4) Fall","Inter Acct 1","E4QTA","2951","0","55","55","55","","","4","4","","Levine, Marc","","","","","","T,TH  4:00-5:40 PM","","","","","","3","5","4:00-5:40","PM","PH/110","","","","","","55",
"ACCT","201","2010 (4) Fall","Inter Acct 1","E6QTA","3150","0","47","42","47","","","4","4","","Nussbaum, Stephen","","","","","","T,TH  6:15-7:55 PM","","","","","","3","5","6:15-7:55","PM","FH/012","","","","","","47",
"ACCT","202","2010 (4) Fall","Inter Acct 2","1M3WA","2955","0","56","55","56","","","2","3","","Hornung, David","","","","","","M,W  1:40-2:55 PM","","","","","","2","4","1:40-2:55","PM","PH/110","","","","","","56",
"ACCT","202","2010 (4) Fall","Inter Acct 2","E6MBA","3152","0","44","42","45","","","2","3","","Leonardi, Joseph","","","","","","M,W  6:30-7:45 PM","","","","","","2","4","6:30-7:45","PM","FH/012","","","","","","44",
"ACCT","202","2010 (4) Fall","Inter Acct 2","E8QWA","3153","0","55","50","55","","","2","3","","Kumar, Vijay","","","","","","M,W  8:10-9:25 PM","","","","","","2","4","8:10-9:25","PM","PH/112","","","","","","55",
"ACCT","202","2010 (4) Fall","Inter Acct 2","AM3WA","2952","0","56","55","56","","","2","3","","Hornung, David","","","","","","M,W 10:50-12:05 PM","","","","","","2","4","10:50-12:05","PM","PH/110","","","","","","56",
"ACCT","202","2010 (4) Fall","Inter Acct 2","1U3A","3154","0","52","50","55","","","2","3","","Cohen, Michael","","","","","","SU  1:00-4:00 PM","","","","","","0","0","1:00-4:00","PM","PH/112","","","","","","52",
"ACCT","202","2010 (4) Fall","Inter Acct 2","9T3RA","2958","0","36","30","36","","","2","3","","Weiss, Renee","","","","","","T,TH  9:25-10:40 AM","","","","","","3","5","9:25-10:40","AM","RO/240","","","","","","36",
"ACCT","202","2010 (4) Fall","Inter Acct 2","AT3RA","2961","0","37","30","36","","","2","3","","Weiss, Renee","","","","","","T,TH 10:50-12:05 PM","","","","","","3","5","10:50-12:05","PM","RO/240","","","","","","37",
"ACCT","261","2010 (4) Fall","Business Law I","E6F3A","3292","0","50","50","55","","","3","3","","Seymore, Javier","","","","","","F  6:30-9:30 PM","","","","","","6","0","6:30-9:30","PM","PH/112","","","","","","50",
"ACCT","261","2010 (4) Fall","Business Law I","1M3WA","3040","0","55","55","56","","","3","3","","Leibowicz, Barry","","","","","","M,W  1:40-2:55 PM","","","","","","2","4","1:40-2:55","PM","PH/112","","","","","","55",
"ACCT","261","2010 (4) Fall","Business Law I","3M3WA","3042","0","55","55","55","","","3","3","","Leibowicz, Barry","","","","","","M,W  3:05-4:20 PM","","","","","","2","4","3:05-4:20","PM","PH/112","","","","","","55",
"ACCT","261","2010 (4) Fall","Business Law I","E6MBA","3290","0","44","42","45","","","3","3","","Kirschner, David","","","","","","M,W  6:30-7:45 PM","","","","","","2","4","6:30-7:45","PM","RZ/174","","","","","","44",
"ACCT","261","2010 (4) Fall","Business Law I","9U3A","3294","0","50","50","55","","","3","3","","Stein, Randy","","","","","","SU  9:00-12:00 PM","","","","","","0","0","9:00-12:00","PM","PH/154","","","","","","50",
"ACCT","261","2010 (4) Fall","Business Law I","3T3RA","3045","0","57","55","60","","","3","3","","Milich, Marvin","","","","","","T,TH  3:05-4:20 PM","","","","","","3","5","3:05-4:20","PM","PH/112","","","","","","57",
"ACCT","261","2010 (4) Fall","Business Law I","8W3FA","3044","0","42","42","42","","","3","3","","Mintz, Seymour","","","","","","W,F  8:00-9:15 AM","","","","","","4","6","8:00-9:15","AM","FH/012","","","","","","42",
"ACCT","305","2010 (4) Fall","Cost Accounting","3M3WA","2962","8","37","45","55","","","2","3","","Cohen, Michael","","","","","","M,W  3:05-4:20 PM","","","","","","2","4","3:05-4:20","PM","PH/110","","","","","","37",
"ACCT","305","2010 (4) Fall","Cost Accounting","E6MBA","3155","11","34","45","55","","","2","3","","Mazzo, Mark","","","","","","M,W  6:30-7:45 PM","","","","","","2","4","6:30-7:45","PM","PH/130","","","","","","34",
"ACCT","305","2010 (4) Fall","Cost Accounting","9U3A","3157","1","39","40","55","A MAJORITY OF THE CLASS MEETINGS WILL BE ONLINE.","","2","3","","Qureshi, Anique","","","","","","SU  9:00-12:00 PM","","","","","","0","0","9:00-12:00","PM","PH/LAB","","","","","","39",
"ACCT","305","2010 (4) Fall","Cost Accounting","3T3RA","2966","0","42","40","42","","","2","3","","Milo, Michael","","","","","","T,TH  3:05-4:20 PM","","","","","","3","5","3:05-4:20","PM","RZ/174","","","","","","42",
"ACCT","305","2010 (4) Fall","Cost Accounting","8T3RA","2965","0","44","40","44","","","2","3","","Milo, Michael","","","","","","T,TH  8:00-9:15 AM","","","","","","3","5","8:00-9:15","AM","RZ/174","","","","","","44",
"ACCT","305","2010 (4) Fall","Cost Accounting","E8QRA","3156","0","50","50","55","","","2","3","","Nussbaum, Stephen","","","","","","T,TH  8:10-9:25 PM","","","","","","3","5","8:10-9:25","PM","PH/110","","","","","","50",
"ACCT","305","2010 (4) Fall","Cost Accounting","CT3RA","2963","0","67","65","67","","","2","3","","Milo, Michael","","","","","","T,TH 12:15-1:30 PM","","","","","","3","5","12:15-1:30","AM","PH/130","","","","","","67",
"ACCT","306","2010 (4) Fall","Tech In Plan & Cntrl","2M4WA","2967","0","45","45","45","","","3","4","","Stevens, Michael","","","","","","M,W  2:00-3:40 PM","","","","","","2","4","2:00-3:40","PM","FH/012","","","","","","45",
"ACCT","306","2010 (4) Fall","Tech In Plan & Cntrl","E4QMA","2971","0","47","45","47","","","3","4","","Stevens, Michael","","","","","","M,W  4:00-5:40 PM","","","","","","2","4","4:00-5:40","PM","FH/012","","","","","","47",
"ACCT","306","2010 (4) Fall","Tech In Plan & Cntrl","E8QMA","3158","4","36","40","45","","","3","4","","Mazzo, Mark","","","","","","M,W  8:10-9:50 PM","","","","","","2","4","8:10-9:50","PM","FH/012","","","","","","36",
"ACCT","306","2010 (4) Fall","Tech In Plan & Cntrl","1U4A","3159","0","52","45","55","A MAJORITY OF THE CLASS MEETINGS WILL BE ONLINE.","","3","4","","Qureshi, Anique","","","","","","SU  1:00-5:00 PM","","","","","","0","0","1:00-5:00","PM","PH/LAB","","","","","","52",
"ACCT","306","2010 (4) Fall","Tech In Plan & Cntrl","8T4RA","2979","1","54","55","56","","","3","4","","Adelberg, Arthur","","","","","","T,TH  8:15-10:05 AM","","","","","","3","5","8:15-10:05","AM","PH/130","","","","","","54",
"ACCT","306","2010 (4) Fall","Tech In Plan & Cntrl","AT4RA","2981","0","54","54","55","","","3","4","","Adelberg, Arthur","","","","","","T,TH 10:15-12:05 PM","","","","","","3","5","10:15-12:05","PM","PH/130","","","","","","54",
"ACCT","311","2010 (4) Fall","Advanced Accounting","AM4WA","2995","1","29","30","30","","","3","4","","Simon, Abraham","","","","","","M,W 10:15-12:05 PM","","","","","","2","4","10:15-12:05","PM","PH/212","","","","","","29",
"ACCT","311","2010 (4) Fall","Advanced Accounting","1U4A","3161","0","58","50","58","","","3","4","","Balkaran, Dianand","","","","","","SU  1:00-5:00 PM","","","","","","0","0","1:00-5:00","PM","PH/110","","","","","","58",
"ACCT","311","2010 (4) Fall","Advanced Accounting","1T4RA","3018","0","44","42","44","","","3","4","","David, Amy","","","","","","T,TH  1:40-3:30 PM","","","","","","3","5","1:40-3:30","PM","FH/013","","","","","","44",
"ACCT","311","2010 (4) Fall","Advanced Accounting","E6QTA","3160","0","42","42","45","","","3","4","","Juva, John","","","","","","T,TH  6:15-7:55 PM","","","","","","3","5","6:15-7:55","PM","FH/013","","","","","","42",
"ACCT","311","2010 (4) Fall","Advanced Accounting","8T4RA","3006","0","58","55","58","","","3","4","","Satenstein, Jeffrey","","","","","","T,TH  8:15-10:05 AM","","","","","","3","5","8:15-10:05","AM","PH/110","","","","","","58",
"ACCT","311","2010 (4) Fall","Advanced Accounting","AT4RA","3011","0","59","55","59","","","3","4","","Satenstein, Jeffrey","","","","","","T,TH 10:15-12:05 PM","","","","","","3","5","10:15-12:05","PM","PH/110","","","","","","59",
"ACCT","321","2010 (4) Fall","Auditing 1","AM4WA","3020","5","60","65","65","","","3","4","","Dauber, Nicky","","","","","","M,W 10:15-12:05 PM","","","","","","2","4","10:15-12:05","PM","PH/130","","","","","","60",
"ACCT","321","2010 (4) Fall","Auditing 1","8U4A","3163","0","51","50","55","","","3","4","","Kumar, Vijay","","","","","","SU  8:00-12:00 PM","","","","","","0","0","8:00-12:00","PM","PH/110","","","","","","51",
"ACCT","321","2010 (4) Fall","Auditing 1","2T4RA","3026","18","24","42","42","","","3","4","","Hitzig, Neal","","","","","","T,TH  2:40-4:30 PM","","","","","","3","5","2:40-4:30","PM","FH/012","","","","","","24",
"ACCT","321","2010 (4) Fall","Auditing 1","E8QTA","3162","3","42","45","55","","","3","4","","Fitzsimons, Sean","","","","","","T,TH  8:10-9:50 PM","","","","","","3","5","8:10-9:50","PM","PH/112","","","","","","42",
"ACCT","321","2010 (4) Fall","Auditing 1","8T4RA","3023","3","52","55","55","","","3","4","","Solieri, Steven","","","","","","T,TH  8:15-10:05 AM","","","","","","3","5","8:15-10:05","AM","PH/112","","","","","","52",
"ACCT","322","2010 (4) Fall","Auditing 2","8F3A","3038","25","30","55","55","","","2","3","","Dignam, Arthur","","","","","","F  8:00-10:50 AM","","","","","","6","0","8:00-10:50","AM","PH/112","","","","","","30",
"ACCT","322","2010 (4) Fall","Auditing 2","1M3WA","3028","15","40","55","55","","","2","3","","Dauber, Nicky","","","","","","M,W  1:40-2:55 PM","","","","","","2","4","1:40-2:55","PM","PH/116","","","","","","40",
"ACCT","322","2010 (4) Fall","Auditing 2","1U3A","3166","11","34","45","55","","","2","3","","Ruthizer, Scott","","","","","","SU  1:00-4:00 PM","","","","","","0","0","1:00-4:00","PM","PH/130","","","","","","34",
"ACCT","322","2010 (4) Fall","Auditing 2","E6TBA","3165","28","17","45","55","","","2","3","","Fitzsimons, Sean","","","","","","T,TH  6:30-7:45 PM","","","","","","3","5","6:30-7:45","PM","PH/112","","","","","","17",
"ACCT","322","2010 (4) Fall","Auditing 2","AT3RA","3036","8","37","45","45","","","2","3","","Solieri, Steven","","","","","","T,TH 10:50-12:05 PM","","","","","","3","5","10:50-12:05","PM","PH/DOME","","","","","","37",
"ACCT","322","2010 (4) Fall","Auditing 2","E6W3A","3164","0","46","45","55","","","2","3","","Dignam, Arthur","","","","","","W  6:30-9:20 PM","","","","","","4","0","6:30-9:20","PM","PH/113","","","","","","46",
"ACCT","341","2010 (4) Fall","Acct Info Syst","1S3A","3167","0","50","50","55","A MAJORITY OF THE CLASS MEETINGS WILL BE ONLINE.","","3","3","","Qureshi, Anique","","","","","","S  1:00-4:00 PM","","","","","","7","0","1:00-4:00","PM","PH/110","","","","","","50",
